"P00000058                            ";HAP03;444;5016;Usiminas Cubaṭo;USC_11211;1;4100;4346;;11/10/2021 00:00:00
"P00000070                            ";HAP21;444;5016;Usiminas Cubaṭo;USC_11211;1;1400;1316;;11/10/2021 00:00:00
"P00000072                            ";HAP2A;444;5016;Usiminas Cubaṭo;USC_11211;1;1800;1882;;11/10/2021 00:00:00
"P00000074                            ";HAP2B;444;5016;Usiminas Cubaṭo;USC_11211;1;2000;2014;;11/10/2021 00:00:00
"P00000077                            ";HAP32;444;5016;Usiminas Cubaṭo;USC_11211;1;1000;1564;;11/10/2021 00:00:00
"P00000090                            ";HAPN1;444;5016;Usiminas Cubaṭo;USC_11211;1;1962;1933;;11/10/2021 00:00:00
"P00000095                            ";HAPN3;444;5016;Usiminas Cubaṭo;USC_11211;1;2000;2038;;11/10/2021 00:00:00
"P00000101                           ";HAPT1;444;5016;Usiminas Cubaṭo;USC_11211;1;2540;2530;;11/10/2021 00:00:00
"P00000120                           ";HSB21;444;5016;Usiminas Cubaṭo;USC_11211;1;1899;1960;;11/10/2021 00:00:00
"P00000128                           ";HSP21;444;5016;Usiminas Cubaṭo;USC_11211;1;943;1021;;11/10/2021 00:00:00
"P00000183                           ";32AT1;444;6001;TX MX;TE171;0;11100;11276;;11/15/2021 00:00:00
"P00000215                           ";36AT1;444;6001;TX MX;TE171;0;4600;4812;;11/15/2021 00:00:00
"P00000244                           ";47RB2;444;6001;TX MX;TE171;0;4000;3936;;11/15/2021 00:00:00
"P00000286                           ";FABN2;444;6001;TX MX;TE171;0;2000;1944;;11/15/2021 00:00:00
"P00000310                           ";FABN3;444;6001;TX MX;TE171;0;2400;2150;;11/15/2021 00:00:00
"P00000339                           ";FABN8;444;6001;TX MX;TE171;0;600;782;;11/15/2021 00:00:00
"P00000344                           ";FAMC1;444;6001;TX MX;TE171;0;350;290;;11/15/2021 00:00:00
"P00000360                           ";FAP06;444;6001;TX MX;TE171;0;3950;3875;;11/15/2021 00:00:00
"P00000450                           ";FAUT3;444;6001;TX MX;TE171;0;3350;3649;;11/15/2021 00:00:00
"P00000521                           ";FSB43;444;6001;TX MX;TE171;0;350;296;;11/15/2021 00:00:00
"P00000544                           ";FSM01;444;6001;TX MX;TE171;0;2000;2039;;11/15/2021 00:00:00
"P00000574                           ";FSP08;444;6001;TX MX;TE171;0;4300;4357;;11/15/2021 00:00:00
"P00000643                           ";FSUS1;444;6001;TX MX;TE171;0;2200;2214;;11/15/2021 00:00:00
"P00000011                            ";HAB02;444;5016;Usiminas Cubaṭo;USC_11212;1;18400;18833;;11/20/2021 00:00:00
"P00000023                            ";HABB2;444;5016;Usiminas Cubaṭo;USC_11212;1;1000;1090;;11/20/2021 00:00:00
"P00000035                            ";HAM02;444;5016;Usiminas Cubaṭo;UsC_11212;1;2800;2790;;11/20/2021 00:00:00
"P00000059                            ";HAP03;444;5016;Usiminas Cubaṭo;UsC_11212;1;3700;3803;;11/20/2021 00:00:00
"P00000126                           ";HSC01;444;5016;Usiminas Cubaṭo;USC_11212;1;2500;2745;;11/20/2021 00:00:00
"P00000134                           ";HSU01;444;5016;Usiminas Cubaṭo;USC_11212;1;2000;2053;;11/20/2021 00:00:00
"P00000739                           ";FAB0V;444;6019;TX AR;TXA18;0;23000;23080;;11/22/2021 00:00:00
"P00000747                           ";FAB0W;444;6019;TX AR;TXA18;0;3000;3000;;11/22/2021 00:00:00
"P00000759                           ";FAP0O;444;6019;TX AR;TXA18;0;5000;4976;;11/22/2021 00:00:00
"P00000143                           ";30AU1;444;6001;TX MX;TE172;0;2000;1915;;11/30/2021 00:00:00
"P00000164                           ";31AY2;444;6001;TX MX;TE172;0;2000;2022;;11/30/2021 00:00:00
"P00000184                           ";32AT1;444;6001;TX MX;TE172;0;6000;6024;;11/30/2021 00:00:00
"P00000327                           ";FABN7;444;6001;TX MX;TE172;0;1200;1272;;11/30/2021 00:00:00
"P00000345                           ";FAP02;444;6001;TX MX;TE172;0;1000;980;;11/30/2021 00:00:00
"P00000451                           ";FAUT3;444;6001;TX MX;TE172;0;4200;4296;;11/30/2021 00:00:00
"P00000473                           ";FSA01;444;6001;TX MX;TE172;0;8000;8119;;11/30/2021 00:00:00
"P00000503                           ";FSA41;444;6001;TX MX;TE172;0;3200;3242;;11/30/2021 00:00:00
"P00000579                           ";FSP0A;444;6001;TX MX;TE172;0;1000;1136;;11/30/2021 00:00:00
"P00000582                           ";FSP31;444;6001;TX MX;TE172;0;2650;2453;;11/30/2021 00:00:00
"P00000625                           ";FSST1;444;6001;TX MX;TE172;0;3750;3738;;11/30/2021 00:00:00
"P00000657                           ";FSUS2;444;6001;TX MX;TE172;0;1000;756;;11/30/2021 00:00:00
