"P00000062                            ";HAP36;444;5016;Usiminas Cubaṭo;USC_03224;1;300;0;;04/10/2022 00:00:00
"P00000047                            ";HAM02;444;5016;Usiminas Cubaṭo;USC_04221;1;200;94;;04/10/2022 00:00:00
"P00000043                            ";HAB02;444;5016;Usiminas Cubaṭo;USC_04222;1;2000;1724;;04/20/2022 00:00:00
"P00000054                            ";HAP09;444;5016;Usiminas Cubaṭo;USC_04222;1;400;322;;04/20/2022 00:00:00
"P00000077                            ";HSC01;444;5016;Usiminas Cubaṭo;USC_04222;1;2000;0;;04/20/2022 00:00:00
"P00000080                            ";HSU02;444;5016;Usiminas Cubaṭo;USC_04222;1;2400;1139;;04/20/2022 00:00:00
"P00000048                            ";HAM03;444;5016;Usiminas Cubaṭo;USC_04223;1;2500;0;;04/30/2022 00:00:00
"P00000050                            ";HAM05;444;5016;Usiminas Cubaṭo;USC_04223;1;1000;627;;04/30/2022 00:00:00
"P00000059                            ";HAP34;444;5016;Usiminas Cubaṭo;USC_04223;1;200;112;;04/30/2022 00:00:00
"P00000064                            ";HAPN3;444;5016;Usiminas Cubaṭo;USC_04223;1;1500;0;;04/30/2022 00:00:00
"P00000066                            ";HAPN6;444;5016;Usiminas Cubaṭo;USC_04223;1;2000;0;;04/30/2022 00:00:00
"P00000068                            ";HAPT2;444;5016;Usiminas Cubaṭo;USC_04223;1;2000;0;;04/30/2022 00:00:00
"P00000070                            ";HASN2;444;5016;Usiminas Cubaṭo;USC_04223;1;1500;0;;04/30/2022 00:00:00
"P00000058                            ";HAP32;444;5016;Usiminas Cubaṭo;USC_04224;1;1000;0;;05/10/2022 00:00:00
"P00000044                            ";HAB02;444;5016;Usiminas Cubaṭo;USC_05224;1;3700;0;;06/10/2022 00:00:00
"P00000045                            ";HABB2;444;5016;Usiminas Cubaṭo;USC_05224;1;2000;0;;06/10/2022 00:00:00
"P00000051                            ";HAP02;444;5016;Usiminas Cubaṭo;USC_05224;1;2100;0;;06/10/2022 00:00:00
"P00000052                            ";HAP03;444;5016;Usiminas Cubaṭo;USC_05224;1;2200;0;;06/10/2022 00:00:00
"P00000055                            ";HAP09;444;5016;Usiminas Cubaṭo;USC_05224;1;1900;0;;06/10/2022 00:00:00
"P00000056                            ";HAP2A;444;5016;Usiminas Cubaṭo;USC_05224;1;2000;0;;06/10/2022 00:00:00
"P00000061                            ";HAP35;444;5016;Usiminas Cubaṭo;USC_05224;1;1000;0;;06/10/2022 00:00:00
"P00000063                            ";HAPN1;444;5016;Usiminas Cubaṭo;USC_05224;1;1600;0;;06/10/2022 00:00:00
"P00000065                            ";HAPN3;444;5016;Usiminas Cubaṭo;USC_05224;1;2000;0;;06/10/2022 00:00:00
"P00000071                            ";HASN2;444;5016;Usiminas Cubaṭo;USC_05224;1;2000;0;;06/10/2022 00:00:00
"P00000073                            ";HSA32;444;5016;Usiminas Cubaṭo;USC_05224;1;2700;0;;06/10/2022 00:00:00
"P00000079                            ";HSU01;444;5016;Usiminas Cubaṭo;USC_05224;1;4000;0;;06/10/2022 00:00:00
"F00000002                             ";30AU1;444;6001;TX MX;TE186;0;2687.48;0;;02/24/2022 00:00:00
"F00000014                            ";31AY2;444;6001;TX MX;TE186;0;2081.22;0;;02/24/2022 00:00:00
"F00000045                            ";47RB2;444;6001;TX MX;TE186;0;1665.07;0;;02/24/2022 00:00:00
"F00000054                            ";FABN2;444;6001;TX MX;TE186;0;4342.44;0;;02/24/2022 00:00:00
"F00000070                            ";FABN7;444;6001;TX MX;TE186;0;953.097;0;;02/24/2022 00:00:00
"F00000084                            ";FAP31;444;6001;TX MX;TE186;0;4026.16;0;;02/24/2022 00:00:00
"F00000100                           ";FAS22;444;6001;TX MX;TE186;0;979.334;0;;02/24/2022 00:00:00
"F00000103                           ";FAS31;444;6001;TX MX;TE186;0;1361.76;0;;02/24/2022 00:00:00
"F00000114                           ";FAUT3;444;6001;TX MX;TE186;0;2434.43;0;;02/24/2022 00:00:00
"F00000118                           ";FSA01;444;6001;TX MX;TE186;0;3022.63;0;;02/24/2022 00:00:00
"F00000133                           ";FSA23;444;6001;TX MX;TE186;0;698.228;0;;02/24/2022 00:00:00
"F00000149                           ";FSA31;444;6001;TX MX;TE186;0;725.431;0;;02/24/2022 00:00:00
"F00000153                           ";FSA41;444;6001;TX MX;TE186;0;3686.52;0;;02/24/2022 00:00:00
"F00000170                           ";FSAC3;444;6001;TX MX;TE186;0;870.518;0;;02/24/2022 00:00:00
"F00000174                           ";FSBS1;444;6001;TX MX;TE186;0;1318.35;0;;02/24/2022 00:00:00
"F00000190                           ";FSM01;444;6001;TX MX;TE186;0;780.202;0;;02/24/2022 00:00:00
"F00000206                           ";FSMT1;444;6001;TX MX;TE186;0;1583.86;0;;02/24/2022 00:00:00
"F00000210                           ";FSP01;444;6001;TX MX;TE186;0;649.262;0;;02/24/2022 00:00:00
"F00000225                           ";FSP08;444;6001;TX MX;TE186;0;2230.7;0;;02/24/2022 00:00:00
"F00000242                           ";FSP32;444;6001;TX MX;TE186;0;918.881;0;;02/24/2022 00:00:00
"F00000245                           ";FSS33;444;6001;TX MX;TE186;0;1077.39;0;;02/24/2022 00:00:00
"F00000258                           ";FSST1;444;6001;TX MX;TE186;0;1138.49;0;;02/24/2022 00:00:00
"F00000263                           ";FSUS1;444;6001;TX MX;TE186;0;3473.24;0;;02/24/2022 00:00:00
"F00000278                           ";FSUS3;444;6001;TX MX;TE186;0;1580.12;0;;02/24/2022 00:00:00
"F00000282                           ";FSUS4;444;6001;TX MX;TE186;0;1171.39;0;;02/24/2022 00:00:00
"F00000298                           ";FSUS5;444;6001;TX MX;TE186;0;1088.15;0;;02/24/2022 00:00:00
"P00000083                            ";M3A64;444;6001;TX MX;TE203;0;3400;32;;05/20/2022 00:00:00
"P00000007                             ";32AT1;444;6001;TX MX;TE204;0;12000;20;;05/24/2022 00:00:00
"P00000015                            ";FAPN1;444;6001;TX MX;TE204;0;2000;0;;05/24/2022 00:00:00
"P00000023                            ";FSA21;444;6001;TX MX;TE204;0;2000;0;;05/24/2022 00:00:00
"P00000030                            ";FSMT1;444;6001;TX MX;TE204;0;2000;0;;05/24/2022 00:00:00
"P00000035                            ";FSP31;444;6001;TX MX;TE204;0;3000;0;;05/24/2022 00:00:00
"P00000036                            ";FSP32;444;6001;TX MX;TE204;0;2050;0;;05/24/2022 00:00:00
"P00000084                            ";M3A64;444;6001;TX MX;TE204;0;3950;0;;05/24/2022 00:00:00
"P00000008                             ";32AT1;444;6001;TX MX;TE205;0;20000;0;;06/01/2022 00:00:00
"P00000010                            ";36AT1;444;6001;TX MX;TE205;0;5000;93;;06/01/2022 00:00:00
"P00000016                            ";FAPN1;444;6001;TX MX;TE205;0;5000;34;;06/01/2022 00:00:00
"P00000026                            ";FSM01;444;6001;TX MX;TE205;0;5000;0;;06/01/2022 00:00:00
"P00000086                            ";M4A63;444;6001;TX MX;TE205;0;3000;24;;06/01/2022 00:00:00
"P00000009                             ";32AT1;444;6001;TX MX;TE206;0;26600;26;;06/05/2022 00:00:00
"P00000011                            ";36AT1;444;6001;TX MX;TE206;0;2000;0;;06/05/2022 00:00:00
"P00000012                            ";FABN2;444;6001;TX MX;TE206;0;1000;0;;06/05/2022 00:00:00
"P00000013                            ";FABN7;444;6001;TX MX;TE206;0;2200;0;;06/05/2022 00:00:00
"P00000017                            ";FAPN1;444;6001;TX MX;TE206;0;2000;0;;06/05/2022 00:00:00
"P00000018                            ";FAS22;444;6001;TX MX;TE206;0;7000;1259;;06/05/2022 00:00:00
"P00000027                            ";FSM01;444;6001;TX MX;TE206;0;6000;0;;06/05/2022 00:00:00
